"Блин, где зарядка от кефира? Он уже на 1%.",2366,222
"— А он тебе про свои прошлые отношения рассказывал?
— Нет.
— Вот сука! А ты ему?
— Нет.
— Вот молодец!",1943,107
"Наша кошка вначале не любила пылесос, а потом ничего - втянулась.",3150,335
"Неважно какая ты - глупая или умная, страшная или красивая, толстая или худая.
Главное, что я умная, красивая и худая.",4134,413
"- Как дела?
- Пока отлично. Я их ещё не делал.",4116,524
"Если вам кажется, что я слишком много себе позволяю, возможно, вы просто слишком во многом себе отказываете.",3681,585
"Абонент аппарата выключен или находится вне зоны действия сети.",1805,180
"Только что вернулся со встречи Бойцовского клуба. Это невероятно круто, обзвонил всех друзей, всем советую вступить! Сейчас придется ехать обратно, забыл у них список правил. Надеюсь, там ничего серьезного.",2566,241
"Однажды он придет и найдет меня, а я обожралась и лежу.",3101,243
"Жена ушла, но я ещё ушлее!",2949,265
"Молодость заканчивается тогда, когда понимаешь, что листки календаря ещё отрываются, а ты уже нет.",4450,496
"Не расстраивайся, что у тебя нет денег. Ведь есть вещи, которые нельзя купить ни за какие деньги, вот например - динозавра.",2439,280
"Откуда я знаю, что я думаю, пока не услышу, что сказал?",2384,300
"Иногда я думаю:
-"А не охренел ли я?", и тревожно смотрю в даль...
А Даль сурово так отвечает:
-"Нет такого слова в великом русском языке!"",3439,413
"Мы переспали общаться.",1832,100
"",1910,154
"Если бы Бродский увидел как я провожу свое свободное время, он гордился бы мной.",2357,225
"Как заставить себя заставить себя?",3947,584
"Гиппопотамы способны обогнать человека и на суше, и в воде. Поэтому мой единственный шанс победить их в триатлоне — это велосипед.",2349,268
"Это чувство, когда ты смотришь на пустую бутылку, оставшуюся после вчерашнего, и вспоминаешь, что раньше в ней был кораблик.",1947,191
"Если тебе причинили боль, не мсти, а сделай выводы. Если тебе предпочли кого-то еще, не плачь, а сделай выводы. Если тебя предали, не показывай свою слабость, а сделай выводы. Ведь ты родилась женщиной, ничего не делай, просто ходи туда-сюда и делай выводы.",4580,547
"— Боже мой, сколько не сделано.. сколько не сделано.. а сколько еще предстоит не сделать!",2993,392
"",2986,352
"Легко обвинять других в своих неудачах.
Нет, я серьезно, попробуйте!",3428,463
"Да кто я такой, чтобы себе в чем-то отказывать?",3211,445
"- И запомни, - поучает бабушка внучку, - у каждой женщины в жизни должна быть лишь одна большая любовь.
- А кто был твоей единственной любовью.
- Моряки!...",3988,413
"Скажи мне, о чём ты думаешь, и я скажу, чем.",3143,443
"Борись как лев. Рычи как волк. Суй руку в реку как Грека.",3154,334
"— Он в ужасном состоянии. Вообще не может летать.
— Вы кота мне принесли вообще-то.
— Это ветеринарная клиника или клиника отмазок?",4165,550
"Обычно я нерешителен, но сейчас я в этом не уверен.",2258,235
"В парикмахерской:
— Как именно вы хотите подстричься?
— Как-нибудь подстригите, так можно?
— Конечно, я из вежливости спросила.",2247,200
"- Сегодня было так жарко, что я спарился.
- С кем?",1933,131
"Такого бесстыдства я никогда не видел! А можно ещё посмотреть?",3235,414
"ДЕЛАЕМ УБОРКУ ПРАВИЛЬНО:
1. Проведите по полке влажной тряпкой.
2. Найдите старый фотоальбом и рассматривайте фотографии 8 часов.
3. Ложитесь спать.",6529,804
"Однажды я решил во что бы то ни стало стать во что бы то, но не стал.",1790,200
"Ты можешь быть бесконечно прав, но какой в этом толк, если всех остальных уже отпустило, и они смеются над твоими доводами.",1988,142
"Мы сделаем ему предложение, от синтаксического разбора которого он не сможет отказаться.",3620,411
"Красиво жить не запретишь. Но помешать можно.",2269,262
"ВИА «The Champions».",2683,285
"Если б вы знали,
Как меня бесят хокку!
Тихая осень.",3921,524
"Секс между мужчиной и женщиной — нечто потрясающее, при условии, что вы окажетесь между подходящим мужчиной и подходящей женщиной.",1882,132
"- Давай встречаться?
- Давай! А с кем?",3922,380
"— А вот когда умирает черепашка, проносится ли у нее жизнь перед глазами или типа так супермедленно проплывает?
— Я имею в виду, к свидетелю.
— К свидетелю вопросов нет, ваша честь.",4152,572
"Чип и Дейл Карнеги «Как освобождать друзей и производить спасение людей».",2121,205
"- Ну что ты приуныл? Больше оптимизма: когда-нибудь невезение закончится, ты же не бессмертный.",5180,780
"Мне очень нелегко сказать это, но ваш сын упал в Эйафьятлайокудль.",3381,420
"ООО «ИА ИО Батарейка».",3402,387
"Мизандрот.",1750,135
"Если у вас есть какие-то возражения против того, что мы делаем, то, пожалуйста, во что бы то ни стало не стесняйтесь держать их при себе.",2272,305
"Ласковый весенний ветерок уносит с помойки и кружит по двору стайки бомжей.",1949,208
"— ЧЕГО МЫ ХОТИМ?
— НАЙТИ, КАК ВЫКЛЮЧАЮТСЯ ГРОМКОГОВОРИТЕЛИ!
— КОГДА МЫ ЭТОГО ХОТИМ???
— СЕЙЧАС ПОПРОБУЮ ВОТ ЭТУ КНОпку сбоку. Да, это она.",2635,192
"В русском языке есть около сотни слов для характеристики раннего подъема.",2050,232
"Иисус был довольно крут для парня с пробором посередине.",1936,112
"— Я феминист.
— Ты борешься за права женщин?
— Да.
— Но почему?
— Они меня заставляют.",2934,249
"Секрет успеха хорошего фокусника — никогда не раскрывать, что ты ошибся в выборе профессии и рыдаешь по ночам.",2093,163
"Жизнь — это то, что происходит с тобой, пока ты цитируешь Джона Леннона.",1787,171
"Иногда я использую в речи несуществующие слова, чтобы казаться более импрелентативным.",3788,512
"Однажды я что-то понял, но это прошло.",3085,414
"Секрет моей бьюти диеты прост — родись сразу красивым и нормальным.",3287,280
"- Черный кофе. Без сливок, пожалуйста.
- К сожалению сливок нет, как насчет черного кофе без молока?",3730,463
"Интересный факт: если бы у настоящей женщины были пропорции куклы Барби, она была бы 30 сантиметров в высоту.",2138,119
"Всё можно объяснить. Но не всем.",3784,633
"На днях перечитывал Борхеса в оригинале и заметил прелюбопытнейший факт: я решительно ни слова не понимаю по-испански!",3746,433
"Как перестать беспокоиться и начать жить.
1. Перестать беспокоиться.
2. Начать жить.",2851,418
"Мы используем только 10% возможностей своего мозга!

© люди, использующие только 10% возможностей своего мозга.",2241,238
"Пытаясь продать старую болгарку, Сергей сел на 14 лет за работорговлю.",3423,363
"— Прикройте левый глаз, читайте нижнюю строчку.
— «Помогите, меня держат в плену и заставляют составлять идиотские таблицы»
— Хорошо, теперь правый.",1848,195
"- У такой красивой, элегантной и читающей Бунина девушки, и нет парня?
- Парень есть.
- Тогда почему он не сдох от счастья? Стерва, да? Ещё и куришь. Читала бы Гоголя с таким носом. Прощай.",3293,312
"По шкале от одного до десяти, как бы вы оценили двенадцать?",3121,419
"И спали они долго и счастливо.",2732,254
"Если где-то хорошо, сразу начинайте там валяться.",3361,418
"Это я инфантильный? Кто обзывается, тот сам так называется! Бе-бе-бе!",1780,186
"— Мне не хватает личного пространства, понимаешь? Ведь любовь, она как бабочка в руке: отпустишь — и она улетит, сожмешь слишком сильно — и она погибнет.
— Ты вышла за хлебом, а сама 2 месяца жила в Румынском наркопритоне!",3148,320
"СЕМЬ ПРОСТЫХ ШАГОВ К СЧАСТЛИВОЙ ЖИЗНИ
1. Никогда не читайте подобную муру.
2. Я же говорю, не читайте.
3. Не, вы прямо серьезно верите, что вам тут прямо ХУЯК И ИСТИНА ОТКРЫЛАСЬ, и вы такие хоп и счастливо зажили?
4. Ну бля.
5. Фокусируйтесь на решениях, а не на проблемах.
6. Ставьте перед собой цели и делайте шаги по направлению к ним.
7. Верьте в себя!",2035,302
"В детстве я мечтал быть пиратом, пить ром. И вот оно! И ром есть, и фильмы я бесплатно скачиваю!
Йо-хо-хо!",4055,388
"Какая я вам мама?! Я вам в отцы гожусь!",1852,154
"Какая разница, кто с кем спит? Главное - выспаться.",5816,625
"— Здесь я никогда не закончу роман. Завтра же уезжаю в дом на озере.
— Какой дом? Какой роман?! Ты же сварщик, Лёха.
— Нет, это невыносимо!",5085,730
"У меня нет вымышленного друга, но мой вымышленный психоаналитик советует мне таковым обзавестись.",2120,215
"Не важно, что о тебе думают люди. Важно, что у тебя есть их фото и пучок волос (на всякий случай).",2992,317
"Люблю тебя как брата. Но чужого.",1975,139
"— как же надоели люди, которые пытаются показать все свои плюсы, выставляющие их напоказ, типа посмотрите какой я офигенный. Будьте скромнее! Андрей, 25 см.",2568,215
"У одинокого оптимиста кровать наполовину полная.",3861,471
"Фразы, предшествующие зомби-апокалипсису:
1. О нет, я разбил пробирку с вирусом!
2. Князь Тьмы, проснись!
3. Сынок, настрой нам караоке.",2149,206
"— Электрик-буддист, скажи в чем измеряется сопротивление?
— Оммм.",3213,366
"Во времена моей молодости для того, чтобы узнать, какая песня играет, нужно было просто жить дальше.",3406,364
"Знаешь, что заставляет меня улыбаться? Мышцы лица!",2609,268
"Давайте делиться сомнительным опытом.",2253,302
"Отсутствие закона не освобождает от ответственности за его нарушение.",1776,219
"Впервые меня назвали злопамятным в 2004 году.",4475,537
"Буддист прокрастинатор твёрдо решил начать новую жизнь после смерти.",2323,271
"Как придать себе загадочности в компании друзей:
После того, как кто-нибудь пошутит, долго смейтесь, потом вздохните и скажите: «Я буду скучать по вам, ребята».",3669,327
"Что делать, если словарь Ожегова надоел, а словарь Даля опостылел?",3020,300
"— Вы можете описать змею, которая вас укусила?
— Да, она была как злобная веревка.",3378,371
"Возьмите себя на ручки.",2447,314
"Минутка поэзии:
Гонец принес благие вести? Купи ему сосиску в тесте.",2023,184
"Загадка:
Без окон, без дверей — непонятно жив ли кот.",2860,361
"Моя девушка сказала, что мне надо повзрослеть. Я ничего не ответил.
Сложно отвечать, когда у тебя 45 мармеладных мишек во рту.",4039,362
"Подошел, взял за задницу, сказал "Моя!", - и отошел от зеркала.",2368,190
"Ставь трезв, если ты лайкный.",2278,124
"Первое правило Клуба Синонимов: никогда не говорите, не рассуждайте, не высказывайтесь, не разглагольствуйте, не твердите, не мямлите о Клубе Синонимов.",2016,183
"Я толстая только потому, что во мне живут сразу несколько принцесс.",2921,279
"- Хочу спонтанного, безудержного животного..
- Секса?
- Животного.",2732,219
"Дегенеральный директор.",1776,143
"Избегать акул очень просто. Вылезайте из воды, если слышите зловещую музыку.",4077,443
"Доверься знающим, но втихаря загугли.",5409,660
"Танцуй, пока мордобой.",2951,257
"Со мной разговор короткий, у меня словарный запас маленький.",2704,257
"Общайся с руководством правильно:

— Почему ты опять опоздала?
— Ты одержимый что ли?",2513,258
"— Ты дома
— ставь знаки вопроса, а то я думаю, что за мной следят.
— ахахаха?",4658,472
"Как в постоянно расширяющейся вселенной найти суженого?",5467,611
"Я живу и радуюсь жизни. Правда, другие называют мою радость алкоголизмом.",2299,225
"Хочу себе личного Андрея Малахова, чтобы каждый раз, когда я буду спорить и орать, он бы вылезал и говорил: "Берегите себя и своих близких".",2705,265
"В любой непонятной ситуации я ничего не понимаю.",3594,447
"Часто хочется просто взять и прилечь на диван, но вспоминаешь, что уже лежишь.",2597,270
"Мужчина должен уметь постирать за себя.",2658,193
"- А твой кот боится пылесоса?
- Не знаю, он у меня только полгода живет.",3831,368
"Ты можешь трахать мозги сколько угодно, но какой в этом толк, если твой парень уже повесился.",1829,129
"Толерантное определение эскимосов — тундрокитайцы.",1860,170
"Считаю, что в беседе говорить должен только тот, кто умнее. А кто умнее, люди должны определять дракой на ножах.",2608,305
"Если вы часто видите людей, которые живут лучше вас — не мешкайте, загадывайте желание на падающую самооценку.",1787,163
"Каждый раз бухай как в последний. Потому что, однажды, так и будет.",2213,200
"Известно, что только люди и дельфины занимаются сексом ради удовольствия. Так что, когда будете вести дельфина в гостиничный номер, все всё поймут.",2949,269
"Умение контролировать эмоции, мой главный козырь!!!!!!!111)))))))))",2066,220
"Бить женщин неэтично. Поэтому, когда бьете женщину, сохраняйте скорбное лицо. Пусть она видит, что вам больнее, чем ей.",1849,137
"Лейтенант Кузнецов под видом дилера проник в банду, которая занимается сбытом наркотиков и проституцией, и выключил телефон.",1979,186
"Знакомясь с девушкой, первым делом смотри на её глаза. Если они есть — шансов у тебя немного.",2639,241
"- Кто телефон на вибратор поставил?
- Ну я...
- И зачем? Я его ищу-ищу, а ты на него телефон поставил.",1969,140
"- Здесь хорошо спиться.
- "Тся".
- "Ться".",3600,424
"Позови меня в запой, я приду сквозь злые ночи!",2323,184
"Хотел что-то забыть, но сказал.",4889,679
"Длительные прогулки по болотам очень затягивают.",4065,496
"Настало время для серьезных исследований.",3553,296
"В магазин матрёшек требуются директор, заместитель директора, старший менеджер, младший менеджер, ассистент младшего менеджера, продавец, курьер и уборщица.",3489,383
"Является ли переизбыток интонационных знаков препинания признаком обсессивно-компульсивного расстройства?????????? Ответьте!!!!!!!!!!!!!! Мне очень надо знать......",2515,257
"Пираты всю жизнь тратят на поиски кладов, но не понимают, глупые, что настоящее сокровище — это их дружба.",3218,342
"Все будет, но не сразу, и не будет.",3514,476
"Жадным мужчинам выгодно обогащать свою речь, чтобы дарить тысячи слов вместо "Рафаэлло".",2978,285
"- А ты неплохо танцуешь для эпилептика.
- Но я не эпилептик.
- Тогда плохо.",2225,210
"- Хотите бить меня? Бейте! Я не боюсь!
- (бьют)
- (не боится)",2501,223
"Лень - психосоматический признак исправности выработанного за годы эволюции механизма интуитивного распознавания бессмысленности выполняемой задачи.",6177,1330
"Наркотики не разрушают твою карьеру. Это делают тесты на наркотики.",2432,162
"Самое неприятное в параллельной парковке — это свидетели.",3199,369
"Помидоры так подорожали, что подросткам, чтобы научиться целоваться, приходится снимать шлюх.",3813,320
"Если вам четвертый день подряд лень работать, значит сегодня четверг.",2489,261
"Я - коммуникабельный человек и всегда готов к монологу.",2663,301
"Если решу убить очень культурного человека, отведу его в библиотеку, чтобы не кричал.",2635,218
"Я до сих пор не замужем, чтобы, когда соберусь замуж, не пришлось разводиться.",3672,340
"Вот уже тридцать два года я каждый день встаю с кровати. Это более 11600 подходов на пресс. Где мои кубики?",3027,306
"— Доктор, меня никто не понимает!
— А что вы, собственно, хотели этим сказать?",1913,207
"Писец, к сожалению, это не только ценный мех.",1880,226
"Следующий, кто назовет меня геем из-за того, что я использую крем для рук, получит по попке моими ухоженными кулачками.",2744,145
"Собачка говорит «Ваг-ваг»
Киска говорит «Яум»
Врач говорит «Дислексия имеет неврологическую природу».",2692,297
"— Вы на следующей выходите?
— Извините, я не знаю, могу ли доверять Вам.",2750,285
"Хочу победить свое тщеславие, чтобы гордо всем об этом рассказывать.",1784,185
"Я побывал во многих городах, но мой родной город, без сомнения, всегда будет одним из них.",1844,153
"Хорошо, что люди, выбрасывающие презервативы из окна, используют презервативы.",4118,340
"Давайте не поддаваться спокойствию и сохранять панику.",5023,733
"Я всегда прислушиваюсь к мнению других, согласных со мной людей.",4672,669
"Я не такой параноик, как каждый из вас думает.",2798,292
"Для приверженцев индуизма, несерьезные отношения это девушка "на одну жизнь".",4028,483
"Первая заповедь перфекциониста-прокрастинатора: "Лучше сделать хорошо, но никогда, чем кое-как и сегодня"",8700,1512
"Нанесение тяжких нелестных утверждений.",3122,424
"Возвращение блудной самооценки.",2365,220
"— Давай просто полежим молча. В тишине.
— Кто вы?!
— Ну вот, ты всё испортила.",3882,464
"— Но помни, Золушка, что ровно в полночь воскресенье превратится в понедельник.",4140,508
"Все в жизни надо попробовать, поэтому попробуй заткнуться.",2779,281
"Не участвовал в битве экстрасенсов потому что знал, что победа за мной, а так неинтересно.",2566,205
"Мой психотерапевт сказал, что у меня раздвоение личности. Может быть я и есть свой психотерапевт?",2331,244
"ЭТО СПАРТА!!!!! ЭТО МЫ НА ДАЧЕ!!!!! ЭТО Я С ЖЕНОЙ И НАШ КОТ!!!!
(царь Леонид показывает фотоальбом)",2901,292
"Если ты самый умный и красивый в комнате — не выходи из комнаты, не совершай ошибку.",3240,276
"Первое правило Клуба Спортивного Ориентирования — никому не рассказывать, где находится Клуб Спортивного Ориентирования.",2997,347
"Моё тотемное животное — маленькая перевернутая на спину черепашка.",2397,250
"Люблю ли я задавать бессмысленные никому не адресованные вопросы, а потом туманно на них отвечать? Возможно.",3575,433
"Если вы встретили бабу с полными ведрами урана - это к обогащению.",6395,824
"Я твой личный сорт мандарина.",3652,344
"Тому, кто избавит меня от мании величия, я подарю Великобританию.",6032,696
"Лайфхак: назовите хотя бы второго ребенка нормальным именем.
Я: ты что, все еще злишься на меня, Лайфхак?",3674,252
"Секс с близняшками - это здорово, но ты такой неудачник, что тебе достанутся сиамские.",2361,112
"От влюбленности бывают дети. От любви бывают внуки.",6659,655
"С головой что-то не так в последнее время - слишком много ест.",5811,810
"Ложь неприятнее всего, когда она глагол.",16205,2423
"Ребят, есть у кого-нибудь машина времени на пару дней? Я попользуюсь и позавчера верну.",2749,259
"В первую брачную ночь настоящий интроверт хочет побыть один.",4644,394
"- Это было ужасное свидание, мне не о чём было с ней сидеть в телефоне.",2580,187
"Извините за опоздание, меня не пригласили.",3793,404
""Бог любит троицу" и другие способы смотивировать религиозную девушку на групповушку.",4482,333
"У нас было два тазика оливье, 5 банок маринованных огурчиков, упаковка шоколадных конфет, полсолонки соли, пинта чистого шампанского и целая галактика конфетти всех сортов и расцветок. Единственное, что вызывало у меня опасение — это хлопушки. Нет никого более безответственного и испорченного, чем человек с хлопушкой. Я знал, что рано или поздно мы попробуем и эту дрянь.",2818,395
"Ворону как-то Бог послал.",2009,172
"Мифический зверь с головой льва и телом льва, но Толстого.",2352,154
"Мифический зверь с головой льва и телом льва, но другого.",1788,140
""Ваш сын на уроке химии превратил воду в вино!"",2173,160
"— Молодой человек, у вас ширинка расстегнулась.
— Я сам расстегнул.",4211,326
"А ты уже курил подарки к новому году?",2203,200
"Параллелепипец.",3127,340
"Сатанист от бога.",3535,341
"Хозяйке на заметку: если уборку проводить реже, то ее результаты будут очевидней.",7205,900
"Каждый раз, когда тебе делают иглоукалывание, где-то в далекой Африке страдает твоя кукла вуду.",3230,310
"Ничто не предвещало еды.",3040,301
"Некрасивых женщин не бывает. У меня.",1810,129
"— Как я тебя узнаю?
— На мне будет груз прожитых лет и сандалики.",7082,1032
"Как говорят безответственные йоги, моя хатха с краю.",3254,398
"С чего начинается роодинка — с ошибки в твоем ДНК, и с хмурого взгляда онкооолога, что чешет рукой у виска.",2956,264
"Как я мог испортить жене день рождения, если я даже не помню, когда он?!",2786,242
"Укусил кота за ухо. Пусть лучше от меня, чем во дворе.",2643,214
"Главное в отношениях - обнимание.",6428,797
"Глухонемые люди думают, что если кота гладить, он вибрирует.",4035,406
"Девочка-панк, приученная к Горшку.",3744,344
"Самые надежные пароли — у неграмотных людей.",7053,724
"— Почему ты плачешь?
— Сегодня я узнала, что у причастий нет будущего!",3051,304
"Смертельно хочу спать. Но не с кем.",3372,203
"Кредитам ты не скажешь: "До свиданья!", кредиты не прощаются с тобой.",2762,253
"Как избавиться от лени без усилий.",2598,319
"Пицца — это круговая диаграмма, показывающая, сколько у тебя осталось пиццы.",5846,651
"Внешность на любителя Стивена Кинга.",2876,255
"В русском языке есть около сотни слов для характеристики раннего подъема.",2322,256
"Моего котенка зовут Энтропия. Каждый раз, когда я кормлю ее, я увеличиваю Энтропию.",3241,311
"С виду я кажусь хилым и беззащитным, но мало кто знает, что за плечами у меня десять лет занятий в шахматной секции.",2027,146
"Спутника жизни нужно выбирать не по совпадению интересов, а по совпадению любимых смертных грехов.",4585,601
"При встрече с медведем постарайтесь не совершать резких движений, не есть из его миски и не спать в его кроватке.",3889,464
"Стакан оптимиста наполовину полон, стакан пессимиста наполовину пуст. Я эгоист. Мой стакан.",5854,726
"При укусе оборотня следует немедленно обратиться.",3325,311
"Если тобой не интересуются православные активисты, спроси себя: «Правильно ли я живу?»",3441,475
"Ежедневный трёхчасовой онлайн-семинар "Как побороть зависимость от интернета".",2951,275
"Ассорти «Хуйня»",1894,122
"Забывчивость – мое второе что-то там.",3846,494
"Ты пускаешь людей в свой сад, а они воруют твои яблоки и убегают с твоей солью в жопе.",4987,626
"Большинство людей не знают, к какой цели стремятся, но верят, что ее можно достичь, если поиграть шрифтами.",2067,241
"У меня чистая совесть. Я ей ни разу не пользовался.",2153,218
"Ломать — дестроить.",3413,344
"Не так страшен квадрат как его Малевич.",2667,277
"При встрече с медведем-некрофилом мёртвым лучше не притворяться.",1879,148
"- Видишь там, на горе, возвышается крест?
- Да.
- Зрение в норме.",3024,278
"За каждым великим мужчиной стоит великая женщина. О да, эти женщины умеют подкрадываться.",5459,714
"ТОП-5 лучших невидимых шрифтов:
1.
2.
3.
4.
5.",1801,160
"Бывает, что хочешь всё бросить, но потом вдруг вспоминаешь, что и так ничем не занимался.",3800,447
"— Ой, смотрите, уточки! У кого хлеб есть?
— Без хлеба ешь.",4422,503
"140 млн человек застряли в России по вине туроператора.",5722,699
"Министерство образования катышков на одежде.",3955,346
"Если у меня родится дочь, отдам её на гимнастику. Хоть кто-то в нашей семье будет красиво залезать на верхнюю полку в плацкарте.",4245,332
"Средства массовой дезинформации.",2704,348
"XIX век:
1) Посылаешь даме чувственную телеграмму.
2) Ждёшь, пока она справится с нерешительностью.
3) Проходит 10 лет, а ты уже болен тифом.",3324,286
"Скорей бы снег, буду ездить на работу в санях, с самоваром, гармонью и ожерельем из баранок.",7262,1013
"Из-за стола нужно вставать с чувством лёгкого недоумения.",2689,266
"У попа была собака, он ее любил. Она съела кусок мяса, он стал к ней немного хуже относиться.",3006,229
"Не ем после шести утра.",1773,122
"Мы против часовой стрелки!",3418,390
"Зомби, аххаха, прекрати, что ты телоешь?",4191,366
"Трудно перейти на невинные радости с винных.",6157,821
"Май инглиш из бед. Из бед и огорчений.",7265,885
"Две лягушки упали в кувшин со сметаной. Одна решила сдаться и сразу утонула, а вторая так сильно била лапками, что утонула уставшей.",4708,534
"Я памятник воздвиг себе нерукотворный, но оказалось - голубям.",1806,97
"Если бы я делал печенья с предсказаниями, то на всех бумажках бы писал «Вас ожидает пищевое отравление».",2626,215
"Здоровый сон не только продлевает жизнь, но и сокращает рабочий день.",4434,529
"На моем месте так протупил бы каждый.",4118,431
"Тим Бертон ( бьет кулаком по столу):
— Что значит "в мире существуют другие актеры, кроме Джонни Деппа и моей жены"?!
(Поворачивается к Деппу)
— Ну и давно вы об этом знаете?",4781,497
"— У меня отличные новости!
— Мы покупаем пони?",2460,268
"– Привет, что делаешь?
– Вид, что всё хорошо.",4431,526
"Не повезло в любви, повезёт в алкоголизме.",2671,207
"— Ты слушаешь какое-то дерьмо!
— Мне сделать вид, что тебя я не слышу?",3068,268
"— У тебя такие нежные руки.
— Это потому что я никогда не работал.",2421,190
"Я эгоист. На моей шее следы моей помады.",1866,123
"Родной город: в активном поиске.",3211,329
"Мало кто знает, что пылесос был изобретён случайно. Один инженер заметил, что его новейший отпугиватель котов ещё и неплохо втягивает пыль.",3134,320
"Я — человек консервативный, и считаю, что чем старше человек, тем больше ему лет.",2444,181
"Друг моего друга — мой двоюродный друг.",5159,563
"— Знаешь, после столь долгих лет отношений, я поняла, что нам нужно нечто большее. Ты женишься на мне?
— Мяу.",3655,319
"Сколько я ни задумывался над смыслом жизни, потом всегда тяжело выходил из запоя.",2794,260
"Вот бывает — девушка, ещё вчера не вызывавшая симпатии и не подходящая под твои представления об идеале, сегодня тоже не вызывает симпатии.",1909,115
"Лучше быть богатым и счастливым, чем бедным и несчастным.",2782,240
"Всех новорождённых девочек в России называют в честь какой-нибудь парикмахерской.",4541,400
"— Давай поженимся, если до 30 ни у кого из нас не будет отношений.
— До 30 лет?
— До 30 ноября.",3306,231
"— Не пиши мне больше.
— Вы кто?
— Бесишь уже.",4407,460
"Магазин «Чакры». Мы открылись!",4531,524
"Добро пожаловать в Музей Независимости. Я не буду вашим гидом.",2569,217
"В детстве особо не планируешь путешествовать. Я вообще мечтала жить в дырке от пододеяльника.",5572,589
"Люди, покупающие яхты, пытаются этим компенсировать свой маленький челн.",2370,189
"– А давайте кто быстрее вниз по социальной лестнице?",4226,447
"Я плавал по течению через Атлантический океан еще до того, как это стало Гольфстримом.",3839,334
"Объявление в поликлинике: "Всех, кто понял смысл жизни, психиатр принимает вне очереди."",5146,779
"– А по-нормальному ты умеешь говорить?
– Ответ, к сожалению, не да.",6696,934
"Я все понимаю, но зачем люди добавляют в пост хештеги, даже не подходящие по смыслу? #средиземноморье #пасха #единорог",2568,172
"- Ты меня хочешь?
- Нет
- А так?
- А что изменилось?
- Я стал напористее.",5250,458
"Приходите, наши цены вас приятно разорят.",1875,133
"— Здесь есть врач?
— Да, я врач.
— Тут человеку плохо!
— Вы хотите об этом поговорить?",3201,376
"— Слышь, есть электронная сигарета?
— Не курю.
— Ты чо, киберспортсмен?",2142,181
"Когда ты без мозгов - куда бы ты не шел, получается вперёд.",1831,192
"Какое мне дело до чужих проблем, если у меня и своих полно? Вон, поцарапался где-то.",3224,354
"- Простите, у вас кофе молотый или растворимый?
- Растворимый.
- А хороший?
- Ну я не знаю. Люди берут, растворяют..",2830,335
"Привыкла всегда записывать свои расходы:
— транспорт 25 руб.
— газета 10 руб.
— не помню куда 7521 руб.",9606,1241
"Начинающий писатель решил использовать в своем произведении игру слов и проиграл.",2717,296
"Хотел как всегда, а получилось еще хуже.",2755,302
"На самом деле высадка американцев на Луну в 1969 году была снята в киностудии, расположенной на Луне.",1874,120
"Иногда в жизни не хватает чуть-чуть Аллегровой. Она бы пробегала наискосок со словами: "Ну и что же тут криминального?", и всё бы смягчалось.",14804,2264
"Сколько бездну ни корми, она все равно в тебя смотрит.",2823,429
"Покой нам только с Ницше.",2378,256
"Всё лучшее - Петям!
(с) Петя",2769,191
